9 -1 1 1 1 -1 1 -1 -1 1 -1 -1 -1 1 -1 -1 -1 1 -1 -1 
-1 -1 -1 1 1 1 1 1 1 -1 -1 -1 -1 1 1 -1 9 -1 9 -1 
-1 -1 -1 1 1 1 -1 1 1 -1 -1 1 1 1 1 -1 -1 9 -1 1 
-1 -1 -1 -1 1 1 -1 -1 -1 1 -1 1 1 -1 -1 -1 -1 -1 -1 1 
-1 -1 -1 1 1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 -1 
1 2 -1 1 1 1 -1 -1 -1 -1 1 1 -1 -1 -1 1 -1 -1 1 1 
1 1 -1 -1 1 -1 -1 -1 1 -1 1 -1 1 1 1 -1 1 -1 1 -1 
1 1 1 -1 -1 -1 -1 -1 -1 1 1 1 -1 -1 -1 -1 1 1 1 1 
-1 -1 -1 -1 -1 -1 -1 -1 1 1 1 -1 -1 -1 1 -1 1 1 -1 1 
1 1 -1 -1 -1 -1 1 1 1 -1 1 -1 -1 -1 -1 1 1 1 1 1 
1 1 1 -1 -1 1 1 -1 1 -1 -1 -1 -1 -1 -1 1 -1 -1 1 1 
1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 
-1 -1 1 1 1 1 1 -1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 -1 
1 1 1 1 -1 1 1 -1 -1 1 -1 -1 1 -1 1 1 -1 -1 -1 1 
1 -1 1 1 1 1 1 1 1 1 -1 -1 -1 1 -1 1 -1 -1 1 1 
2 1 1 1 1 -1 1 1 1 -1 -1 -1 -1 -1 -1 1 -1 1 -1 -1 
-1 -1 9 1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 -1 1 1 1 
-1 9 1 -1 1 1 -1 1 1 1 1 -1 -1 -1 1 1 -1 -1 1 1 
9 9 -1 -1 -1 -1 -1 1 -1 1 1 1 -1 -1 -1 1 1 -1 1 9 
9 9 -1 1 1 1 -1 -1 1 1 1 -1 -1 -1 1 -1 -1 -1 9 -1 
1 -1 1 1 -1 1 1 1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 1 
